tinh,ma tinh,huyen,ma huyen,xa,ma xa
Lạng Sơn,209,Huyện Chi Lăng,20917,Xã Vân An,2091703
Lạng Sơn,209,Huyện Chi Lăng,20917,Xã Vân Thủy,2091705
Lạng Sơn,209,Huyện Chi Lăng,20917,Xã Vạn Linh,2091739
Lạng Sơn,209,Huyện Chi Lăng,20917,Xã Y Tịch,2091727
Lạng Sơn,209,Huyện Hữu Lũng,20921,Thị trấn Hữu Lũng,2092139
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Cai Kinh,2092117
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Hòa Bình,2092141
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Hòa Lạc,2092119
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Hòa Sơn,2092149
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Hòa Thắng,2092137
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Hồ Sơn,2092129
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Hữu Liên,2092133
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Minh Hòa,2092131
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Minh Sơn,2092127
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Minh Tiến,2092113
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Nhật Tiến,2092115
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Quyết Thắng,2092103
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Sơn Hà,2092151
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Thanh Sơn,2092145
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Thiện Kỵ (hết hiệu lực),2092109
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Thiện Tân,2092153
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Tân Lập (hết hiệu lực),2092143
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Tân Thành,2092125
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Vân Nham,2092147
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Yên Bình,2092101
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Yên Sơn,2092107
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Yên Thịnh,2092105
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Yên Vượng,2092111
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Đô Lương (hết hiệu lực),2092123
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Đồng Tiến,2092121
Lạng Sơn,209,Huyện Hữu Lũng,20921,Xã Đồng Tân,2092135
Lạng Sơn,209,Huyện Lộc Bình,20915,Thị trấn Lộc Bình,2091545
Lạng Sơn,209,Huyện Lộc Bình,20915,Thị trấn Na Dương,2091539
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Bằng Khánh (hết hiệu lực),2091503
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Hiệp Hạ (hết hiệu lực),2091523
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Hữu Khánh,2091511
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Hữu Lân,2091533
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Khuất Xá,2091551
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Khánh Xuân,2091559
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Lợi Bác,2091557
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Lục Thôn (hết hiệu lực),2091519
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Minh Hiệp ,2091561
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Minh Phát (hết hiệu lực),2091531
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Mẫu Sơn,2091501
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Nam Quan,2091543
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Như Khuê (hết hiệu lực),2091541
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Nhượng Bạn (hết hiệu lực),2091525
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Quan Bản (hết hiệu lực),2091527
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Sàn Viên,2091555
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Tam Gia,2091515
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Thống Nhất,2091563
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Tú Mịch,2091509
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Tú Đoạn,2091517
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Tĩnh Bắc,2091521
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Vân Mộng (hết hiệu lực),2091513
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Xuân Dương,2091535
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Xuân Lễ (hết hiệu lực),2091505
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Xuân Mãn (hết hiệu lực),2091507
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Xuân Tình (hết hiệu lực),2091553
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Yên Khoái,2091547
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã ái Quốc,2091537
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Đông Quan,2091529
Lạng Sơn,209,Huyện Lộc Bình,20915,Xã Đồng Bục,2091549
Lạng Sơn,209,Huyện Tràng Định,20903,Thị trấn Thất Khê,2090301
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Bắc Ái (hết hiệu lực),2090327
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Cao Minh,2090337
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Chi Lăng,2090341
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Chí Minh,2090309
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Hùng Sơn,2090345
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Hùng Việt,2090329
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Kháng Chiến,2090325
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Khánh Long,2090335
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Kim Đồng,2090317
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Quốc Khánh,2090305
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Quốc Việt,2090333
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Tri Phương,2090311
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Trung Thành,2090319
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Tân Minh,2090315
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Tân Tiến,2090331
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Tân Yên,2090339
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Vĩnh Tiến,2090307
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Đoàn Kết,2090303
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Đào Viên,2090323
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Đại Đồng,2090321
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Đề Thám,2090343
Lạng Sơn,209,Huyện Tràng Định,20903,Xã Đội Cấn,2090313
Lạng Sơn,209,Huyện Văn Lãng,20905,Thị trấn Na Sầm,2090501
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã An Hùng (hết hiệu lực),2090509
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Bắc Hùng ,2090541
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Bắc La,2090503
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Bắc Việt ,2090543
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Gia Miễn,2090517
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Hoàng Việt,2090515
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Hoàng Văn Thụ,2090523
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Hồng Thái,2090539
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Hội Hoan,2090535
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Nam La (hết hiệu lực),2090519
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Nhạc Kỳ,2090525
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Thanh Long,2090511
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Thành Hòa,2090537
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Thụy Hùng,2090505
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Trùng Khánh,2090531
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Trùng Quán (hết hiệu lực),2090507
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Tân Lang (hết hiệu lực),2090513
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Tân Mỹ,2090521
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Tân Thanh,2090529
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Tân Tác,2090533
Lạng Sơn,209,Huyện Văn Lãng,20905,Xã Tân Việt (hết hiệu lực),2090527
Lạng Sơn,209,Huyện Văn Quan,20911,Thị trấn Văn Quan,2091119
Lạng Sơn,209,Huyện Văn Quan,20911,Xã An Sơn,2091151
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Bình Phúc,2091109
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Chu Túc (hết hiệu lực),2091147
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Hòa Bình,2091139
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Hữu Lễ,2091115
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Khánh Khê,2091133
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Liên Hội,2091149
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Lương Năng,2091135
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Phú Mỹ (hết hiệu lực),2091141
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Song Giang (hết hiệu lực),2091125
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Tri Lễ,2091111
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Tràng Các,2091103
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Tràng Phái,2091113
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Tràng Sơn (hết hiệu lực),2091105
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Trấn Ninh,2091121
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Tân Đoàn,2091107
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Tú Xuyên,2091129
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Việt Yên (hết hiệu lực),2091123
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Vân Mộng (hết hiệu lực),2091143
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Văn An (hết hiệu lực),2091145
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Vĩnh Lại (hết hiệu lực),2091127
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Xuân Mai (hết hiệu lực),2091101
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Yên Phúc,2091137
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Điềm He,2091153
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Đại An (hết hiệu lực),2091131
Lạng Sơn,209,Huyện Văn Quan,20911,Xã Đồng Giáp,2091117
Lạng Sơn,209,Huyện Đình Lập,20919,Thị trấn N T Thái Bình,2091909
Lạng Sơn,209,Huyện Đình Lập,20919,Thị trấn Đình Lập,2091919
Lạng Sơn,209,Huyện Đình Lập,20919,Xã Bính Xá,2091913
Lạng Sơn,209,Huyện Đình Lập,20919,Xã Bắc Lãng,2091905
Lạng Sơn,209,Huyện Đình Lập,20919,Xã Bắc Xa,2091911
Lạng Sơn,209,Huyện Đình Lập,20919,Xã Châu Sơn,2091907
Lạng Sơn,209,Huyện Đình Lập,20919,Xã Cường Lợi,2091923
Lạng Sơn,209,Huyện Đình Lập,20919,Xã Kiên Mộc,2091921
Lạng Sơn,209,Huyện Đình Lập,20919,Xã Lâm Ca,2091901
Lạng Sơn,209,Huyện Đình Lập,20919,Xã Thái Bình,2091917
Lạng Sơn,209,Huyện Đình Lập,20919,Xã Đình Lập,2091915
Lạng Sơn,209,Huyện Đình Lập,20919,Xã Đồng Thắng,2091903
Lạng Sơn,209,Thành phố Lạng Sơn,20901,Phường Chi Lăng,2090107
Lạng Sơn,209,Thành phố Lạng Sơn,20901,Phường Hoàng Văn Thụ,2090101
Lạng Sơn,209,Thành phố Lạng Sơn,20901,Phường Tam Thanh,2090103
Lạng Sơn,209,Thành phố Lạng Sơn,20901,Phường Vĩnh Trại,2090105
Lạng Sơn,209,Thành phố Lạng Sơn,20901,Phường Đông Kinh,2090113
Lạng Sơn,209,Thành phố Lạng Sơn,20901,Xã Hoàng Đồng,2090115
Lạng Sơn,209,Thành phố Lạng Sơn,20901,Xã Mai Pha,2090111
Lạng Sơn,209,Thành phố Lạng Sơn,20901,Xã Quảng Lạc,2090109
Nam Định,113,Huyện Giao Thuỷ,11315,Thị trấn Ngô Đồng,1131515
Nam Định,113,Huyện Giao Thuỷ,11315,Thị trấn Quất Lâm,1131505
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Bình Hòa,1131523
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Bạch Long,1131539
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Giao An,1131529
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Giao Châu,1131503
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Giao Hà,1131527
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Giao Hương,1131517
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Giao Hải,1131537
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Giao Long,1131541
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Giao Lạc,1131531
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Giao Nhân,1131509
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Giao Phong,1131543
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Giao Thanh,1131507
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Giao Thiện,1131501
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Giao Thịnh,1131513
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Giao Tiến,1131525
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Giao Tân,1131511
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Giao Xuân,1131535
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Giao Yến,1131533
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Hoành Sơn,1131521
Nam Định,113,Huyện Giao Thuỷ,11315,Xã Hồng Thuận,1131519
Nam Định,113,Huyện Hải Hậu,11319,Thị trấn Cồn,1131931
Nam Định,113,Huyện Hải Hậu,11319,Thị trấn Thịnh Long,1131901
Nam Định,113,Huyện Hải Hậu,11319,Thị trấn Yên Định,1131919
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải An,1131911
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Anh,1131939
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Bắc,1131941
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Châu,1131929
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Chính,1131969
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Cường,1131965
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Giang,1131913
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Hà,1131917
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Hòa,1131927
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Hưng,1131923
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Long,1131947
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Lý,1131961
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Lộc,1131907
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Minh,1131937
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Nam,1131933
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Ninh,1131967
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Phong,1131959
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Phú,1131963
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Phúc,1131943
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Phương,1131903
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Quang,1131951
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Sơn,1131909
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Thanh,1131945
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Toàn (hết hiệu lực),1131957
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Triều,1131925
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Trung,1131921
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Tân,1131955
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Tây,1131905
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Vân,1131935
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Xuân,1131915
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Đông,1131953
Nam Định,113,Huyện Hải Hậu,11319,Xã Hải Đường,1131949
Nam Định,113,Huyện Mỹ Lộc,11305,Thị trấn Mỹ Lộc,1130507
Nam Định,113,Huyện Mỹ Lộc,11305,Xã Mỹ Hà,1130509
Nam Định,113,Huyện Mỹ Lộc,11305,Xã Mỹ Hưng,1130517
Nam Định,113,Huyện Mỹ Lộc,11305,Xã Mỹ Phúc,1130515
Nam Định,113,Huyện Mỹ Lộc,11305,Xã Mỹ Thuận,1130505
Nam Định,113,Huyện Mỹ Lộc,11305,Xã Mỹ Thành,1130521
Nam Định,113,Huyện Mỹ Lộc,11305,Xã Mỹ Thắng,1130503
Nam Định,113,Huyện Mỹ Lộc,11305,Xã Mỹ Thịnh,1130519
Nam Định,113,Huyện Mỹ Lộc,11305,Xã Mỹ Tiến,1130511
Nam Định,113,Huyện Mỹ Lộc,11305,Xã Mỹ Trung,1130501
Nam Định,113,Huyện Mỹ Lộc,11305,Xã Mỹ Tân,1130513
Nam Định,113,Huyện Nam Trực,11309,Thị trấn Nam Giang,1130939
Nam Định,113,Huyện Nam Trực,11309,Xã Bình Minh,1130931
Nam Định,113,Huyện Nam Trực,11309,Xã Hồng Quang,1130901
Nam Định,113,Huyện Nam Trực,11309,Xã Nam Cường,1130921
Nam Định,113,Huyện Nam Trực,11309,Xã Nam Dương,1130927
Nam Định,113,Huyện Nam Trực,11309,Xã Nam Hoa,1130907
Nam Định,113,Huyện Nam Trực,11309,Xã Nam Hùng,1130925
Nam Định,113,Huyện Nam Trực,11309,Xã Nam Hải,1130911
Nam Định,113,Huyện Nam Trực,11309,Xã Nam Hồng,1130923
Nam Định,113,Huyện Nam Trực,11309,Xã Nam Lợi,1130909
Nam Định,113,Huyện Nam Trực,11309,Xã Nam Mỹ,1130905
Nam Định,113,Huyện Nam Trực,11309,Xã Nam Thanh,1130929
Nam Định,113,Huyện Nam Trực,11309,Xã Nam Thái,1130935
Nam Định,113,Huyện Nam Trực,11309,Xã Nam Thắng,1130915
Nam Định,113,Huyện Nam Trực,11309,Xã Nam Tiến,1130933
Nam Định,113,Huyện Nam Trực,11309,Xã Nam Toàn,1130917
Nam Định,113,Huyện Nam Trực,11309,Xã Nghĩa An,1130913
Nam Định,113,Huyện Nam Trực,11309,Xã Tân Thịnh,1130919
Nam Định,113,Huyện Nam Trực,11309,Xã Điền Xá,1130937
Nam Định,113,Huyện Nam Trực,11309,Xã Đồng Sơn,1130903
Nam Định,113,Huyện Nghĩa Hưng,11317,Thị trấn Liễu Đề,1131719
Nam Định,113,Huyện Nghĩa Hưng,11317,Thị trấn Quỹ Nhất,1131737
Nam Định,113,Huyện Nghĩa Hưng,11317,Thị trấn Quỹ Nhất (Hết Hiệu Lực),1131751
Nam Định,113,Huyện Nghĩa Hưng,11317,Thị trấn Rạng Đông,1131707
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Hoàng Nam,1131709
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nam Điền,1131749
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Bình,1131713
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Châu,1131727
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Hùng,1131741
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Hải,1131717
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Hồng,1131703
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Lâm,1131715
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Lạc,1131711
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Lợi,1131705
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Minh,1131723
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Phong,1131733
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Phú,1131735
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Phúc (hết hiệu lực),1131747
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Sơn,1131731
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Thành,1131743
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Thái,1131725
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Thắng (hết hiệu lực),1131745
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Thịnh,1131721
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Trung,1131729
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Tân,1131739
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Nghĩa Đồng,1131701
Nam Định,113,Huyện Nghĩa Hưng,11317,Xã Phúc Thắng,1131753
Nam Định,113,Huyện Trực Ninh,11311,Thị trấn Cát Thành,1131109
Nam Định,113,Huyện Trực Ninh,11311,Thị trấn Cổ Lễ,1131115
Nam Định,113,Huyện Trực Ninh,11311,Thị trấn Ninh Cường,1131137
Nam Định,113,Huyện Trực Ninh,11311,Xã Liêm Hải,1131121
Nam Định,113,Huyện Trực Ninh,11311,Xã Phương Định,1131117
Nam Định,113,Huyện Trực Ninh,11311,Xã Trung Đông,1131119
Nam Định,113,Huyện Trực Ninh,11311,Xã Trực Chính,1131105
Nam Định,113,Huyện Trực Ninh,11311,Xã Trực Cường,1131135
Nam Định,113,Huyện Trực Ninh,11311,Xã Trực Hùng,1131139
Nam Định,113,Huyện Trực Ninh,11311,Xã Trực Hưng,1131125
Nam Định,113,Huyện Trực Ninh,11311,Xã Trực Khang,1131131
Nam Định,113,Huyện Trực Ninh,11311,Xã Trực Mỹ,1131111
Nam Định,113,Huyện Trực Ninh,11311,Xã Trực Nội,1131127
Nam Định,113,Huyện Trực Ninh,11311,Xã Trực Thanh,1131129
Nam Định,113,Huyện Trực Ninh,11311,Xã Trực Thuận,1131133
Nam Định,113,Huyện Trực Ninh,11311,Xã Trực Thái,1131113
Nam Định,113,Huyện Trực Ninh,11311,Xã Trực Thắng,1131141
Nam Định,113,Huyện Trực Ninh,11311,Xã Trực Tuấn,1131101
Nam Định,113,Huyện Trực Ninh,11311,Xã Trực Đại,1131103
Nam Định,113,Huyện Trực Ninh,11311,Xã Trực Đạo,1131123
Nam Định,113,Huyện Trực Ninh,11311,Xã Việt Hùng,1131107
Nam Định,113,Huyện Vụ Bản,11303,Thị trấn Gôi,1130337
Nam Định,113,Huyện Vụ Bản,11303,Xã Cộng Hòa,1130345
Nam Định,113,Huyện Vụ Bản,11303,Xã Hiển Khánh,1130309
Nam Định,113,Huyện Vụ Bản,11303,Xã Hợp Hưng,1130341
Nam Định,113,Huyện Vụ Bản,11303,Xã Kim Thái,1130317
Nam Định,113,Huyện Vụ Bản,11303,Xã Liên Bảo,1130307
Nam Định,113,Huyện Vụ Bản,11303,Xã Liên Minh,1130353
Nam Định,113,Huyện Vụ Bản,11303,Xã Minh Thuận,1130311
Nam Định,113,Huyện Vụ Bản,11303,Xã Minh Tân,1130349
Nam Định,113,Huyện Vụ Bản,11303,Xã Quang Trung,1130347
Nam Định,113,Huyện Vụ Bản,11303,Xã Tam Thanh,1130357
Nam Định,113,Huyện Vụ Bản,11303,Xã Thành Lợi,1130351
Nam Định,113,Huyện Vụ Bản,11303,Xã Trung Thành,1130315
Nam Định,113,Huyện Vụ Bản,11303,Xã Tân Khánh,1130339
Nam Định,113,Huyện Vụ Bản,11303,Xã Tân Thành,1130343
Nam Định,113,Huyện Vụ Bản,11303,Xã Vĩnh Hào,1130319
Nam Định,113,Huyện Vụ Bản,11303,Xã Đại An,1130313
Nam Định,113,Huyện Vụ Bản,11303,Xã Đại Thắng,1130355
Nam Định,113,Huyện Xuân Trường,11313,Thị trấn Xuân Trường,1131315
Nam Định,113,Huyện Xuân Trường,11313,Xã Thọ Nghiệp,1131331
Nam Định,113,Huyện Xuân Trường,11313,Xã Xuân Bắc,1131327
Nam Định,113,Huyện Xuân Trường,11313,Xã Xuân Châu,1131305
Nam Định,113,Huyện Xuân Trường,11313,Xã Xuân Hòa,1131339
Nam Định,113,Huyện Xuân Trường,11313,Xã Xuân Hồng,1131317
Nam Định,113,Huyện Xuân Trường,11313,Xã Xuân Kiên,1131335
Nam Định,113,Huyện Xuân Trường,11313,Xã Xuân Ngọc,1131309
Nam Định,113,Huyện Xuân Trường,11313,Xã Xuân Ninh,1131337
Nam Định,113,Huyện Xuân Trường,11313,Xã Xuân Phong,1131307
Nam Định,113,Huyện Xuân Trường,11313,Xã Xuân Phú,1131311
Nam Định,113,Huyện Xuân Trường,11313,Xã Xuân Phương,1131329
Nam Định,113,Huyện Xuân Trường,11313,Xã Xuân Thành,1131301
Nam Định,113,Huyện Xuân Trường,11313,Xã Xuân Thượng,1131319
Nam Định,113,Huyện Xuân Trường,11313,Xã Xuân Thủy,1131325
Nam Định,113,Huyện Xuân Trường,11313,Xã Xuân Tiến,1131313
Nam Định,113,Huyện Xuân Trường,11313,Xã Xuân Trung,1131303
Nam Định,113,Huyện Xuân Trường,11313,Xã Xuân Tân,1131323
Nam Định,113,Huyện Xuân Trường,11313,Xã Xuân Vinh,1131333
Nam Định,113,Huyện Xuân Trường,11313,Xã Xuân Đài,1131321
Nam Định,113,Huyện Ý Yên,11307,Thị trấn Lâm,1130723
Nam Định,113,Huyện Ý Yên,11307,Xã Yên Bình,1130711
Nam Định,113,Huyện Ý Yên,11307,Xã Yên Bằng,1130757
Nam Định,113,Huyện Ý Yên,11307,Xã Yên Chính,1130735
Nam Định,113,Huyện Ý Yên,11307,Xã Yên Cường,1130755
Nam Định,113,Huyện Ý Yên,11307,Xã Yên Dương,1130703
Nam Định,113,Huyện Ý Yên,11307,Xã Yên Hưng,1130741
Nam Định,113,Huyện Ý Yên,11307,Xã Yên Hồng,1130749
Nam Định,113,Huyện Ý Yên,11307,Xã Yên Khang,1130721
Nam Định,113,Huyện Ý Yên,11307,Xã Yên Khánh,1130743
Nam Định,113,Huyện Ý Yên,11307,Xã Yên Lương,1130747
Nam Định,113,Huyện Ý Yên,11307,Xã Yên Lộc,1130719
