STT,Tên HO,Ngành nghề,Địa chỉ HO,MST,TTP,MCK,url
316,CTCP Tập đoàn Giáo dục EGROUP,,"Tầng 2, nhà 25 T1, Lô đất N05, Khu đô thị Đông Nam đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam",0102952657,Hà Nội,,
317,CÔNG TY CP ĐẦU TƯ QUỐC TẾ VÀ XUẤT NHẬP KHẨU DHT,,"Tầng 05 tòa nhà Stellar Garden, Số 35 Lê Văn Thiêm, phường Thanh Xuân Trung, quận Thanh Xuân, Hà Nội",0102036100,Hà Nội,,
318,CÔNG TY CP ĐẦU TƯ TỔNG HỢP HÀ NỘI,,"Tầng 9, Tòa nhà Peakview, 36 Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",0102287094,Hà Nội,SHN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SHN
319,CÔNG TY CP ĐẦU TƯ VÀ XÂY DỰNG VINA2,,Tầng 2-4-Tòa nhà D1-Khu đô thị mới Kim Văn-Kim Lũ-Phường Đại Kim-Quận Hoàng Mai-TP. Hà Nội,0100105895,Hà Nội,VC2,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VC2
320,CÔNG TY CP ĐẦU TƯ VÀ XÂY DỰNG XUÂN MAI,,Tầng 4-Tòa Tháp Xuân Mai-Đường Tô Hiệu-Phường Hà Cầu-Quận Hà Đông-TP. Hà Nội,0500443916,Hà Nội,XMC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=XMC
321,CÔNG TY CP ĐẦU TƯ VĂN PHÚ - INVEST,,104 Thái Thịnh - Phường Trung Liệt - Quận Đống Đa - TP. Hà Nội,0102702590,Hà Nội,VPI,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VPI
322,Cty Cổ Phần Bê Tông Hà Thanh,,Lô I- A2 Đường 23b Xã Tiên Dương Huyện Đông Anh Thành Phố Hà Nội Việt Nam,0101093709,Hà Nội,,
323,CÔNG TY CP ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI QUỐC TẾ - ICT,,Lô 2 - 9A - KCN Quận Hoàng Mai - Phường Hoàng Văn Thụ - Quận Hoàng Mai - TP. Hà Nội,0100828742,Hà Nội,,
324,"CÔNG TY CP ĐẦU TƯ, THƯƠNG MẠI VÀ DỊCH VỤ - VINACOMIN",,Số 1 Phan Đình Giót - Phường Phương Liệt - Quận Thanh Xuân - TP. Hà Nội,0200170658,Hà Nội,ITS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=ITS
325,CTCP Thiết bị điện GELEX,,"Số 52 phố Lê Đại Hành, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",0107547109,Hà Nội,GEE,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=GEE
326,CÔNG TY CP DÂY VÀ CÁP ĐIỆN THƯỢNG ĐÌNH,,Ngõ 320 Khương Đình - Cụm 3 - Phường Hạ Đình - Quận Thanh Xuân - TP. Hà Nội,0100892628,Hà Nội,,
327,CÔNG TY CP DỆT 10/10,,Số 9 Ngõ 253 Minh Khai - Phường Vĩnh Tuy - Quận Hai Bà Trưng - TP. Hà Nội,0100100590,Hà Nội,,
328,CÔNG TY CP DƯỢC PHẨM ECO,,Số 180 Trường Chinh - Phường Khương Thượng - Quận Đống Đa - TP. Hà Nội,0102637020,Hà Nội,,
329,CÔNG TY CP DƯỢC PHẨM HÀ TÂY,,Số 10A Quang Trung - Quận Hà Đông - TP. Hà Nội,0500391400,Hà Nội,DHT,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=DHT
330,CÔNG TY CP DƯỢC PHẨM THIẾT BỊ Y TẾ HÀ NỘI,,2 Hàng Bài - Phường Tràng Tiền - Quận Hoàn Kiếm - TP. Hà Nội,0100109699,Hà Nội,,
331,CÔNG TY CP ECOBA VIỆT NAM,,"Tầng 5, Tòa nhà Udic Complex, Đường Hoàng Đạo Thúy - Phường Trung Hoà - Quận Cầu Giấy - TP. Hà Nội",0104415496,Hà Nội,,
332,CÔNG TY CP EUROWINDOW,,"(Lô Số 15 Khu Công Nghiệp Quang Minh, Thị Trấn Quang Minh, Huyện Mê Linh, Tp.Hà Nội, Việt Nam) Phía Sau Trung Tâm Thương Mại, Mê Linh Plaza, Thị Trấn Quang Minh, Huyện Mê Linh, Hà Nội",2500217526,Hà Nội,,
333,CÔNG TY CP FECON,,"Tầng 15, Tháp CEO, Lô HH2-1, KĐT Mễ Trì Hạ - Đường Phạm Hùng - Phường Mễ Trì - Quận Nam Từ Liêm - TP. Hà Nội",0101502599,Hà Nội,FCN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=FCN
334,CÔNG TY CP GIẢI PHÁP THANH TOÁN VIỆT NAM,,"Tầng 8, Số 22, Phố Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Thành Phố Hà Nội",0102182292,Hà Nội,,
335,CÔNG TY CP GIAO HÀNG TIẾT KIỆM,,"Tòa nhà VTV, số 8 Phạm Hùng - Phường Mễ Trì - Quận Nam Từ Liêm - TP. Hà Nội",0106181807,Hà Nội,,
336,CÔNG TY CP HÀNG KHÔNG VIETJET,,302/3 phố Kim Mã - Phường Ngọc Khánh - Quận Ba Đình - TP. Hà Nội,0102325399,Hà Nội,VJC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VJC
337,Công Ty Cổ Phần Hawee Cơ Điện,,"Tòa nhà Hawee, Khu đấu giá D2 - Phố Vạn Phúc - Quận Hà Đông - TP. Hà Nội",0101466566,Hà Nội,,
338,CÔNG TY CP HYUNDAI THÀNH CÔNG VIỆT NAM,,"Khu công nghiệp Gián Khẩu, Xã Gia Trấn, Huyện Gia Viễn, Tỉnh Ninh Bình, Việt Nam",2700668614,Hà Nội,,
339,CÔNG TY CP KHÓA VIỆT - TIỆP,,"Tổ 47, Thị Trấn Đông Anh, Huyện Đông Anh, Hà Nội",0100100537,Hà Nội,,
340,CÔNG TY CP KOSY,,"B6-BT5, Khu đô thị mới Mỹ Đình 2 - Phường Mỹ Đình 2 - Quận Nam Từ Liêm - TP. Hà Nội",0102681319,Hà Nội,KOS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=KOS
341,CÔNG TY CP KỸ THUẬT SIGMA,,"Tầng 27, Tòa nhà HUD Tower, Số 37 Lê Văn Lương - Phường Nhân Chính - Quận Thanh Xuân - TP. Hà Nội",0101600518,Hà Nội,,
342,CÔNG TY CP KỸ THƯƠNG THIÊN HOÀNG,,"Tầng 6, tòa Diamond Flower Tower, đường Lê Văn Lương - Phường Nhân Chính - Quận Thanh Xuân - TP. Hà Nội",0101272578,Hà Nội,,
343,CÔNG TY CP LICOGI 13,,"Tòa nhà LICOGI 13, đường Khuất Duy Tiến, Phường Nhân Chính, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",0100106426,Hà Nội,LIG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=LIG
344,CÔNG TY CP MÁY TÍNH VĨNH XUÂN,,39 Trần Quốc Toản – Phường Trần Hưng Đạo – Quận Hoàn Kiếm – TP. Hà Nội,0100516045,Hà Nội,,
345,CÔNG TY CP MEGRAM,,"Tầng 17 toà nhà 319 Bộ Quốc phòng, số 63 Lê Văn Lương, Quận Cầu Giấy, Hà Nội",0105284398,Hà Nội,,
346,CÔNG TY CP MIZA,,Cụm công nghiệp vừa và nhỏ Nguyên Khê - Xã Nguyên Khê - Huyện Đông Anh - TP. Hà Nội,0105028958,Hà Nội,,
347,CÔNG TY CP NHÔM ĐÔ THÀNH,,KCN Vừa Và Nhỏ Phú Thị - Xã Phú Thị - Huyện Gia Lâm - TP. Hà Nội,0100510501,Hà Nội,,
348,CÔNG TY CP PI CO,,Số 229 phố Tây Sơn-Phường Ngã Tư Sở-Quận Đống Đa-TP. Hà Nội,0102018260,Hà Nội,,
349,CÔNG TY CP PVI,,"Tòa Nhà Pvi, Lô Vp2, Phố Phạm Văn Bạch, Phường Yên Hoà, Quận Cầu Giấy, Thành Phố Hà Nội, Việt Nam",0100151161,Hà Nội,PVI,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PVI
350,CÔNG TY CP QUỐC TẾ SƠN HÀ,,Lô CN1 - Cụm công nghiệp Từ Liêm - Phường Minh Khai - Quận Bắc Từ Liêm - TP. Hà Nội,0100776445,Hà Nội,SHI,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SHI
351,CÔNG TY CP SẢN XUẤT VÀ THƯƠNG MẠI P.P,,"Số 101A Nguyễn Khuyến, Phường Văn Miếu, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",0101437981,Hà Nội,,
352,CÔNG TY CP SAO THÁI DUONG,,"Lô CC1-III.13.4 thuộc dự án khu đô thị mới Pháp Vân - Tứ Hiệp, Phường Hoàng Liệt, Quận Hoàng Mai, Thành phố Hà Nội, Việt Nam",0101252356,Hà Nội,,
353,CÔNG TY CP SCI,,"Tầng 3, Tháp C, Tòa Nhà Golden Palace - Đường Mễ Trì - Phường Mễ Trì - Quận Nam Từ Liêm - TP. Hà Nội",0101405355,Hà Nội,S99,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=S99
354,CÔNG TY CP STAVIAN HÓA CHẤT,,"Tầng 4, Tòa Century Tower, KĐT, 458 P. Minh Khai, Khu đô thị Times City, Hai Bà Trưng, Hà Nội",0104160054,Hà Nội,,
355,CÔNG TY CP TẬP ĐOÀN AUSTDOOR,,"Số 37, Đường Lê Văn Thiêm, Phường Nhân Chính, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",0101306139,Hà Nội,,
356,CÔNG TY CP TẬP ĐOÀN C.E.O,,"Tầng 5, Tháp CEO, Lô HH2-1, Đường Phạm Hùng - Phường Mễ Trì - Quận Nam Từ Liêm - TP. Hà Nội",0101183550,Hà Nội,CEO,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=CEO
357,CÔNG TY CP TẬP ĐOÀN CIENCO4,,"Tầng 10-11 Tòa nhà ICON4, số 243A Đường Đê La Thành-Phường Láng Thượng-Quận Đống Đa-TP. Hà Nội",2900324850,Hà Nội,C4G,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=C4G
358,CÔNG TY CP TẬP ĐOÀN CÔNG NGHỆ CMC,,Tòa nhà CMC - Số 11 Phố Duy Tân - Phường Dịch Vọng Hậu - Quận Cầu Giấy - TP. Hà Nội,0100244112,Hà Nội,CMG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=CMG
359,CÔNG TY CP TẬP ĐOÀN ĐẠI DƯƠNG,,"Số 4 Láng Hạ, Phường Thành Công, Quận Ba Đình, Thành phố Hà Nội, Việt Nam",0102278484,Hà Nội,OGC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=OGC
360,CÔNG TY CP TẬP ĐOÀN ĐẠT PHƯƠNG,,"Tầng 15, Tòa nhà Handico, KĐT mới Mễ Trì Hạ - Đường Phạm Hùng - Phường Mễ Trì - Quận Nam Từ Liêm - TP. Hà Nội",0101218757,Hà Nội,DPG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=DPG
361,CÔNG TY CP TẬP ĐOÀN ĐIỆN LẠNH ĐIỆN MÁY VIỆT ÚC,,"Tầng 5, Tòa nhà Ocean Park, Số 1 Đào Duy Anh - Phường Phương Mai - Quận Đống Đa - TP. Hà Nội",0101360104,Hà Nội,,
362,CÔNG TY CP TẬP ĐOÀN ĐUA FAT,,"Số 15, liền kề 10, khu đô thị Xa La - Phường Phúc La - Quận Hà Đông - Hà Nội",0104008162,Hà Nội,,
363,CÔNG TY CP TẬP ĐOÀN F.I.T,,"Tầng 5, tòa Times Tower - HACC 1 Complex Building, số 35 đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",0102182140,Hà Nội,FIT,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=FIT
364,CÔNG TY CP TẬP ĐOÀN FLC,,"Tầng 5, Tòa nhà FLC Land Mark Tower Đường Lê Đức Thọ-Phường Mỹ Đình 2-Quận Nam Từ Liêm-TP. Hà Nội",0102683813,Hà Nội,FLC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=FLC
365,CÔNG TY CP TẬP ĐOÀN GELEX,,GELEX Tower - 52 Lê Đại Hành - Phường Lê Đại Hành - Quận Hai Bà Trưng - TP. Hà Nội,0100100512,Hà Nội,GEX,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=GEX
366,CÔNG TY CP TẬP ĐOÀN HÀ ĐÔ,,Số 8 Láng Hạ - Phường Thành Công - Quận Ba Đình - TP. Hà Nội,0100283802,Hà Nội,HDG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HDG
367,CÔNG TY CP TẬP ĐOÀN IPC,,"Số 7b/331, Trần Khát Chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",0102055583,Hà Nội,,
368,CÔNG TY CP TẬP ĐOÀN MAVIN,,"Thị tứ Bô Thời, Xã Hồng Tiến, Huyện Khoái Châu , Tỉnh Hưng Yên, Việt Nam",0900841823,Hà Nội,,
369,CÔNG TY CP TẬP ĐOÀN NGỌC DIỆP,,118 Nguyễn Du - Quận Hai Bà Trưng - TP. Hà Nội,0901019782,Hà Nội,,
370,CÔNG TY CP TẬP ĐOÀN NHỰA ĐÔNG Á,,"Lô 1-Cn5-Cụm Công Nghiệp Ngọc Hồi, Xã Ngọc Hồi, Huyện Thanh Trì, Thành Phố Hà Nội",0101099228,Hà Nội,DAG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=DAG
371,CÔNG TY CP TẬP ĐOÀN PAN,,"Lô A1-9, Đường Vl3, Kcn Vĩnh Lộc 2, Xã Long Hiệp, Huyện Bến Lức, Tỉnh Long An, Việt Nam",0301472704,Hà Nội,PAN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PAN
372,CÔNG TY CP TẬP ĐOÀN PC1,,"Số 18 Lý Văn Phúc, Lý Văn Phúc, Phường Cát Linh, Quận Đống Đa, Hà Nội",0100100745,Hà Nội,PC1,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PC1
373,CÔNG TY CP TẬP ĐOÀN PHƯỢNG HOÀNG XANH A&A,,Số 167 phố Hoàng Ngân - Phường Trung Hòa - Quận Cầu Giấy - TP. Hà Nội,0104961939,Hà Nội,,
374,CÔNG TY CP TẬP ĐOÀN SUNHOUSE,,"Số 139, phố Nguyễn Thái Học, Phường Điện Biên, Quận Ba Đình, Thành phố Hà Nội, Việt Nam",0101976905,Hà Nội,,
375,CÔNG TY CP TẬP ĐOÀN THÀNH CÔNG,,CN1 - KCN  Nguyên Khê - Xã Nguyên Khê - Huyện Đông Anh - TP. Hà Nội,0100831174,Hà Nội,,
376,CÔNG TY CP TẬP ĐOÀN TOJI,,"LK34-Khu Đô thị Bắc Hà, Phường Mộ Lao, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",0101261431,Hà Nội,,
377,CÔNG TY CP TẬP ĐOÀN VÀNG BẠC ĐÁ QUÝ DOJI,,5 Lê Duẩn - Phường Điện Biên - Quận Ba Đình - TP. Hà Nội,0100365621,Hà Nội,,
378,CÔNG TY CP THAIHOLDINGS,,Số 210 Đường Trần Quang Khải - Phường Tràng Tiền - Quận Hoàn Kiếm - TP. Hà Nội,0105202998,Hà Nội,THD,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=THD
379,CÔNG TY CP THÉP VÀ VẬT TƯ XÂY DỰNG,,"Số 40, Ngõ 102, Đường Trường Chinh - Phường Phương Mai - Quận Đống Đa - TP. Hà Nội",0101967587,Hà Nội,,
380,CÔNG TY CP THIẾT KẾ VÀ XÂY DỰNG GIZA VIỆT NAM,,"M Floor, Viglacera Building 671 Hoang Hoa Tham, Ba Dinh, Hanoi, Viet Nam.",0106300187,Hà Nội,,
381,CÔNG TY CP THỰC PHẨM SỮA TH,,Xã Nghĩa Sơn - Huyện Nghĩa Đàn - TP. Hà Nội,0103414411,Hà Nội,,
382,CÔNG TY CP THƯƠNG MẠI CITICOM,,"Tầng 24, tòa nhà ICON 4, số 243A Đê La Thành, Đống Đa, Hà Nội",0101370014,Hà Nội,,
383,CÔNG TY CP THƯƠNG MẠI DỊCH VỤ CỔNG VÀNG,,"Tầng 6, Tòa nhà Toyota, 315 Trường Chinh - Quận Thanh Xuân - TP. Hà Nội",0102721191,Hà Nội,,
384,CÔNG TY CP THƯƠNG MẠI HIỆP HƯƠNG,,"Số 3, Ngõ Viện Máy - Phường Mai Dịch - Quận Cầu Giấy - TP. Hà Nội",0100953567,Hà Nội,,
385,CÔNG TY CP TRAPHACO,,75 Yên Ninh - Phường Quán Thánh - Quận Ba Đình - TP. Hà Nội,0100108656,Hà Nội,TRA,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TRA
386,CÔNG TY CP TƯ VẤN VÀ XÂY DỰNG PHÚ XUÂN,,106 Ngõ Hoàng 6A - Đường Phạm Văn Đồng - Phường Cổ Nhuế 1 - Quận Bắc Từ Liêm - TP. Hà Nội,0101185572,Hà Nội,,
387,CÔNG TY CP VẬN TẢI VÀ XẾP DỠ HẢI AN,,"Tầng 7, Số 45 Triệu Việt Vương - Phường Bùi Thị Xuân - Quận Hai Bà Trưng - TP. Hà Nội",0103818809,Hà Nội,HAH,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HAH
388,CÔNG TY CP VẬT TƯ NÔNG SẢN,,14 Ngô Tất Tố - Phường Văn Miếu - Quận Đống Đa - TP. Hà Nội,0100104066,Hà Nội,,
389,Công Ty Cổ Phần Viễn Thông - Tin Học Bưu Điện,,158/2 Phố Hồng Mai - Phường Quỳnh Lôi - Quận Hai Bà Trưng - TP. Hà Nội,0100683374,Hà Nội,,
390,CÔNG TY CP VINCOM RETAIL,,"Số 7, Đường Bằng Lăng 1 - KĐT Sinh Thái Vinhomes Riverside - Phường Việt Hưng - Quận Long Biên - TP. Hà Nội",0105850244,Hà Nội,VRE,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VRE
391,CÔNG TY CP XÂY DỰNG CDC,,"LK 18-24, Galaxy 8, Khu nhà ở Ngân Hà Vạn Phúc, 69 Tố Hữu - Phường Vạn Phúc - Quận Hà Đông - TP. Hà Nội",0105283073,Hà Nội,,
392,CÔNG TY CP XÂY DỰNG FLC FAROS,,Số 265 Cầu Giấy - Phường Dịch Vọng - Quận Cầu Giấy - TP. Hà Nội,0105167581,Hà Nội,ROS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=ROS
393,CÔNG TY CP XÂY DỰNG HỢP LỰC,,"B8, Lô BT04, Khu đô thị mới Việt Hưng - Đường Nguyễn Cao Luyện - Phường Giang Biên - Quận Long Biên - TP. Hà Nội",0103711478,Hà Nội,,
394,CÔNG TY CP XÂY DỰNG PHỤC HƯNG HOLDINGS,,"Tầng 1, Tháp A, Tòa Nhà CT2 (The Light), Đường Tố Hữu - Phường Trung Văn - Quận Nam Từ Liêm - TP. Hà Nội",0101311315,Hà Nội,PHC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PHC
395,CÔNG TY CP XÂY DỰNG SCG,,"Tầng 8, toà nhà Sunshine Center, 16 Phạm Hùng - Phường Mỹ Đình 2 - Quận Nam Từ Liêm - TP. Hà Nội",0108704763,Hà Nội,SCG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SCG
396,CÔNG TY CP XÂY DỰNG VÀ CÔNG NGHIỆP NSN,,"Số 11, Ngõ 89 Phố Kim Quan Thượng - Phường Việt Hưng - Quận Long Biên - TP. Hà Nội",0101428070,Hà Nội,,
397,CÔNG TY CP XNK MÁY VÀ PHỤ TÙNG,,558 Nguyễn Văn Cừ - Phường Gia Thụy - Quận Long Biên - TP. Hà Nội,0100107275,Hà Nội,,
398,CÔNG TY CP XUẤT NHẬP KHẨU NHẤT THÀNH,,"Số 1 ngách 19, ngõ 85 phố Định Công Thượng - Phường Định Công - Quận Hoàng Mai - TP. Hà Nội",0106025519,Hà Nội,,
399,CÔNG TY CP XUẤT NHẬP KHẨU THIÊN Á,,"Số 9, ngõ 850, đường Láng - Phường Láng Thượng - Quận Đống Đa - TP. Hà Nội",0101726782,Hà Nội,,
400,CÔNG TY TÀI CHÍNH CỔ PHẦN TÍN VIỆT,,"Tầng 17, tòa nhà MIPEC TOWER, số 229 Tây Sơn - Phường Ngã Tư Sở - Quận Đống Đa - TP. Hà Nội",0102766770,Hà Nội,TIN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TIN
401,Cty Tài Chính Cổ Phần Điện Lực,,"Tầng 14,15,16 Thấp B Tòa Nhà Evn Số 11 Cửa Bắc, Phường Trúc Bạch, Quận Ba Đình, Thành Phố Hà Nội",0102806367,Hà Nội,EVF,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=EVF
402,Công Ty Cổ Phần Thương Mại Dịch Vụ Tràng Thi,,"Số 12-14 Phố Tràng Thi, Phường Hàng Trống, Quận Hoàn Kiếm, Thành Phố Hà Nội",0100107437,Hà Nội,,
403,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,,"Tầng 15, Tòa nhà 21 Cát Linh, phường Cát Linh, quận Đống Đa, Tp. Hà Nội",0107520795,Hà Nội,,
404,CÔNG TY TNHH BẢO TÍN MINH CHÂU,,Số 29 Trần Nhân Tông - Phường Nguyễn Du - Quận Hai Bà Trưng - TP. Hà Nội,0100683952,Hà Nội,,
405,CÔNG TY TNHH CƠ KHÍ XÂY DỰNG DST VIỆT NAM,,"Số 83, Đường 32 - Phường Phú Thịnh - Thị Xã Sơn Tây - TP. Hà Nội",0106462325,Hà Nội,,
406,Công Ty Tnhh Kiểm Toán Deloitte Việt Nam,,"Tầng 15, Tòa Nhà Vinaconex, Số 34 Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Thành Phố Hà Nội, Việt Nam",0100112500,Hà Nội,,
407,CÔNG TY TNHH DENSO VIỆT NAM,,Lô E1 KCN Thăng Long - Xã Kim Chung - Huyện Đông Anh - TP. Hà Nội,0101210878,Hà Nội,,
408,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI MESA,,20 Bùi Thị Xuân - Phường Bùi Thị Xuân - Quận Hai Bà Trưng - TP. Hà Nội,0100520429,Hà Nội,,
409,CÔNG TY TNHH DINH DƯỠNG QUỐC TẾ VIỆT ĐỨC,,"Quốc lộ 23B, Thôn Mỹ Lộc - Xã Thanh Lâm - Huyện Mê Linh - TP. Hà Nội",0102075540,Hà Nội,,
410,CÔNG TY TNHH FSI VIỆT NAM,,Số 29 Võng Thị-Phường Bưởi- Quận Tây Hồ-TP. Hà Nội,0103812250,Hà Nội,,
411,CÔNG TY TNHH HÒA BÌNH,,84 Đội Cấn - Phường Đội Cấn - Quận Ba Đình - TP. Hà Nội,0100276146,Hà Nội,,
412,CÔNG TY TNHH ỐNG THÉP HÒA PHÁT,,Số 39 Nguyễn Đình Chiểu - Phường Lê Đại Hành - Quận Hai Bà Trưng - TP. Hà Nội,0100598873,Hà Nội,,
413,Công Ty Tnhh Quốc Tế Vinata,,"289, Khuất Duy Tiến, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",0100113494,Hà Nội,,
414,CÔNG TY TNHH TẬP ĐOÀN XÂY DỰNG DELTA,,"Số 81, phố Lạc Trung - Phường Vĩnh Tuy - Quận Hai Bà Trưng - TP. Hà Nội",0100512717,Hà Nội,,
415,Công Ty Tnhh Tập Đoàn Thang Máy Thiết Bị Thăng Long,,"44, Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",0101130774,Hà Nội,,
416,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TIN HỌC AN PHÁT,,"Số 49 Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Thành Phố Hà Nội.",0101468933,Hà Nội,,
417,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM ĐÔNG Á,,"Só Nhà 13, Lô 13a-Phường Trung Hoà- Quận Cầu Giấy-TP. Hà Nội",0100274124,Hà Nội,,
418,CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT HOÀNG MAI,,17 Hàng Bún - Phường Nguyễn Trung Trực - Quận Ba Đình - TP. Hà Nội,0101179473,Hà Nội,,
419,CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT NAM PHÁT,,P1010 - N18 - 18T1 KĐT Trung Hoà - Phường Nhân Chính - Quận Thanh Xuân - TP. Hà Nội,0101806244,Hà Nội,,
420,CÔNG TY TNHH THƯƠNG MẠI VÀ VẬN TẢI THÁI TÂN,,Số 29 Biệt thự 3 Bán Đảo Linh Đàm - Phường Hoàng Liệt - Quận Hoàng Mai - TP. Hà Nội,0101188943,Hà Nội,,
421,CÔNG TY TNHH THƯƠNG MẠI VHC (SIÊU THỊ ĐIỆN MÁY HC),,"Tòa nhà VHC, 399 Phạm Văn Đồng - Phường Xuân Đỉnh - Quận Bắc Từ Liêm - TP. Hà Nội",0105690657,Hà Nội,,
422,CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU VIỆT HÀN,,Số 68 Kim Mã - Phường Kim Mã - Quận Ba Đình - TP. Hà Nội,0101325854,Hà Nội,,
423,CÔNG TY TNHH TM QUỐC TẾ THỦY LINH,," Số 33 Thái Hà, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",0101099475,Hà Nội,,
424,CÔNG TY TNHH TOTO VIỆT NAM,,"Lô F1, Khu Công nghiệp Thăng Long - Xã Kim Chung - Huyện Đông Anh - TP. Hà Nội",0101225306,Hà Nội,,
425,CÔNG TY TNHH XUÂN LỘC THỌ,,"Số 51, Ngõ 258, Phố Tân Mai - Phường Thịnh Liệt - Quận Hoàng Mai - TP. Hà Nội",0100736347,Hà Nội,,
426,Công Ty Cổ Phần Tập Đoàn Minh Tiến- Mtg,,"Tầng 10 Tòa nhà Geleximco, số 36 phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",0101013887,Hà Nội,,
427,CÔNG TY TNHH ZUELLIG PHARMA VIỆT NAM,,"B3, Đường Công nghiệp 4, KCN Sài Đồng B - Phường Thạch Bàn - Quận Long Biên - TP. Hà Nội",0100915699,Hà Nội,,
428,NGÂN HÀNG TMCP ĐẠI CHÚNG VIỆT NAM,,"Số 22, Ngô Quyền, Phường Hàng Bài, Quận Hoàn Kiếm, Hà Nội",0101057919,Hà Nội,PVF,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PVF
429,NGÂN HÀNG TMCP XĂNG DẦU PETROLIMEX,,"Tầng 16, 23, 24 - Tòa nhà Mipec - 229 Tây Sơn - Quận Đống Đa - TP. Hà Nội",1400116233,Hà Nội,,
430,NGÂN HÀNG TNHH MTV STANDARD CHARTERED (VIỆT NAM),,"Tầng 3, Tháp 1 Và Tháp 2, Phòng Cp1.L01 Và Phòng Cp2.L01, Tòa Nhà Capital Place, Số 29 Liễu Giai, Phường Ngọc Khánh, Quận Ba Đình, Thành Phố Hà Nội, Việt Nam",0103617147,Hà Nội,,
